"success_rate","is_txn_conflicted","card_issuer_country","priority_logic_tag","udf6","txn_latency_enum","payment_method_type"
100,"RESOLVED",NA,"UPI_ROUTER","2b89e9c5-60a6-4180-860a-452e653f","0M-1M","NB"
50,"RESOLVED",NA,"Cahsfree Testing","zdz8qqimk1zl","0M-1M","NB"
0,"RESOLVED",NA,"Easebuzz Routing","CH14","10M-1H","NB"
0,"MATCH","United Arab Emirates","UPI MANDATE 30% Razorpay 30%PAYU 30% YESBIZ",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_5msHYsqrYReyndF","0M-1M","NB"
0,"RESOLVED",NA,"50/50 payu paytm cards 25/75 upi",NA,"10M-1H","WALLET"
100,"RESOLVED",NA,"Cahsfree Testing","3y6711q1mlp3","0M-1M","NB"
0,"RESOLVED","INDIA",NA,"1930862433","6M-7M","CARD"
0,"RESOLVED",NA,NA,"019b11bb-c57b-747e-8845-09f97733","10M-1H","UPI"
100,"RESOLVED",NA,NA,"5bd0a0f8-4cf1-545f-91c2-aac51b44","0M-1M","NB"
89.47,"RESOLVED",NA,"cvv",NA,"0M-1M","NB"
100,"CONFLICTED","UNITED STATES OF AMERICA",NA,NA,"10M-1H","CARD"
0,NA,NA,"Current PL 25072025",NA,"0M-1M","WALLET"
100,"RESOLVED","INDIA",NA,"HBZ280015295-1763466758-U","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","zgwtdxq7r7tq","0M-1M","NB"
0,"RESOLVED",NA,NA,"R","10M-1H","UPI"
0,NA,NA,"ABSLI UAT Priority logic 0912025 TPSL Zara_Bot",NA,"1M-2M","NB"
0,"MATCH","UNITED STATES OF AMERICA","priority_logic_with_4_pg",NA,"6M-7M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","01qtcf1qsd7c","0M-1M","UPI"
0,"RESOLVED",NA,"Tata PA - 25% TN and 5% of other cards","BPPTN0881838455954284544","4M-5M","NB"
100,"CONFLICTED","UNITEDSTATES","Test - Jo","udf6","6M-7M","CARD"
100,"RESOLVED","INDIA","UPI_Paytm","100.00|1500.0|59|0|Others","0M-1M","CARD"
0,NA,NA,"TATA PA test",NA,"1H-1D","WALLET"
100,"RESOLVED",NA,"payU only",NA,"3M-4M","WALLET"
100,"CONFLICTED","UNITED STATES OF AMERICA",NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","2M-3M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","zujvmyraick9","0M-1M","NB"
100,"RESOLVED",NA,NA,"5d85ecf5-02fd-47d9-8","0M-1M","NB"
100,"RESOLVED",NA,NA,"sespb121j1-d","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"GFT23570353682","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876632","0M-1M","CARD"
0,"RESOLVED","INDIA",NA,"car|SO-Fortune-2526-002093|21000","3M-4M","CARD"
100,"RESOLVED","UNITEDKINGDOM","Test - Jo","udf6","1M-2M","CARD"
0,"RESOLVED","INDIA",NA,"1930863662","3M-4M","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","6eee0335-989b-451e-8d97-629f9488","0M-1M","CARD"
100,"RESOLVED",NA,"testing route","IOS","3M-4M","UPI"
0,"RESOLVED","UNITED STATES OF AMERICA","staging",NA,"3M-4M","CARD"
100,"CONFLICTED",NA,"PL for 3 PGs (PayU, PayTM_V2 and Razorpay)",NA,"10M-1H","NB"
0,NA,NA,"Pinelabls_testing","1930857490","0M-1M","NB"
0,"RESOLVED",NA,"Pinelabls_testing","1930857593","0M-1M","UPI"
0,"MATCH","INDIA","Payglocal",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"32fd7ddf-7b81-5ef8-b0f9-a51dda1c","0M-1M","NB"
14.81,"RESOLVED","UNITED STATES OF AMERICA","Test - Jo",NA,"1M-2M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930858234","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930874967","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930863360","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","m88afmptnof3","1M-2M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","8def69e3-cf2b-458a-b188-34224ba5","0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-ba57a6e3-6be9-43f1-88b8-d7a6","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","625faea8-e6aa-4af5-a970-1a0e5dea","0M-1M","CARD"
0,"RESOLVED",NA,"Test - Jo",NA,"6M-7M","RTP"
0,NA,"SAUDI ARABIA","Volume-Based Routing-copy-2",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"24a9d747-b409-520f-b2c6-667a2ad7","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","5b006d1a-ceb7-4134-a06d-1a76d5bf","3M-4M","CARD"
0,NA,NA,"Pinelabls_testing","1930860323","0M-1M","NB"
0,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10022198_rT","5M-6M","NB"
100,"RESOLVED",NA,NA,"861a048f-802f-4799-9","0M-1M","NB"
0,"RESOLVED",NA,NA,"76865325-a910-4a4b-818b-6c311eed","9M-10M","UPI"
0,NA,"UNITEDSTATES","MPGS 1",NA,"0M-1M","CARD"
0,NA,NA,NA,"9295","0M-1M","WALLET"
0,NA,"USA","Pinelabls_testing","1930858003","0M-1M","CARD"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9pb3M=_10022197_RFlAGo","0M-1M","NB"
56.25,"RESOLVED",NA,"ABFRL New Priority Logic-3",NA,"1M-2M","NB"
50,"RESOLVED",NA,"Cahsfree Testing","5hl26jfmx6nl","0M-1M","UPI"
0,NA,"INDIA","UPI_Paytm","100.00|1500.0|58|0|Direct Wallet","0M-1M","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","b8338d21-b852-4c1b-839c-cd6bd825","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_5nbC5lKbW7QRrhN","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"V2ViQXBwLTUwMENQ_10026786_uHlQbW","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","r2kcl3fpwgl9","0M-1M","NB"
0,NA,"United Arab Emirates","UPI_ROUTER","b7311ae7-489a-4bf3-a2da-ec5f697c","0M-1M","CARD"
100,"RESOLVED",NA,"Easebuzz Routing","CH17","0M-1M","NB"
0,NA,"UNITEDARABEMIRATES","Test route",NA,"0M-1M","CARD"
0,"RESOLVED","INDIA","Pinelabls_testing","1930863381","3M-4M","CARD"
100,"RESOLVED",NA,NA,"RID-f42ceffa-02f2-4428-9663-895f","0M-1M","NB"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10022786_qF","0M-1M","NB"
0,"RESOLVED","UNITEDARABEMIRATES","Test route",NA,"10M-1H","CARD"
100,"RESOLVED",NA,NA,"2764.07","0M-1M","UPI"
0,NA,NA,NA,"epn_hCcHhGIm38nkM0Y","0M-1M","UPI"
100,"RESOLVED","UKRAINE",NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","0M-1M","CARD"
0,NA,NA,"Accommodating for CAMSPay",NA,"1H-1D","NB"
0,NA,"USA","Pinelabls_testing","1930860686","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876702","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930871685","0M-1M","CARD"
25,"RESOLVED",NA,"Cahsfree Testing","tw26itnyvrz9","0M-1M","UPI"
100,"RESOLVED","BRAZIL",NA,"a5ad7e6d5225ad00c5f05ddb6bb3b159","0M-1M","CARD"
100,"RESOLVED",NA,NA,"56e9cfe2-43c8-5b91-b8f3-0ff45e68","0M-1M","NB"
0,"RESOLVED",NA,NA,"acaaae12-f3ae-4fc4-af74-0a1b81e3","1M-2M","NB"
0,NA,NA,"PAYUDEFAULT",NA,"0M-1M","UPI"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10022199_n_","0M-1M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","5t85j16wvcr5","1M-2M","NB"
0,"RESOLVED",NA,"TPSL-AADHAAR","NA","1H-1D","AADHAAR"
100,"RESOLVED",NA,"Tata PA - 25% TN and 5% of other cards","BPPTN0887931710744137728","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","vb0bjt3patir","1M-2M","NB"
0,"RESOLVED","INDIA","Pinelabls_testing","1930869016","3M-4M","CARD"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"1-7FQV88E","0M-1M","CARD"
100,NA,NA,"UPI_ROUTER","5bd0362c-32c4-4c1a-baab-0f3fc062","0M-1M","CASH"
0,NA,"United Arab Emirates","UPI MANDATE 30% Razorpay 30%PAYU 30% YESBIZ",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_1f","0M-1M","NB"
0,"RESOLVED",NA,NA,"tzwfxmq1dab",">7D","UPI"
100,"RESOLVED","USA","Pinelabls_testing","1930857588","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_5njLljbLnA4AHX5FVs","0M-1M","NB"
0,NA,NA,"Accommodating for CAMSPay",NA,"0M-1M","CARD"
0,NA,NA,NA,"1.0","0M-1M","UPI"
0,"RESOLVED",NA,NA,"3e9c6e6f-e849-444e-95cd-631eb30b","9M-10M","UPI"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_CG","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930862919","0M-1M","CARD"
0,"RESOLVED","JAPAN",NA,"51.0","3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","n0300i700tm7","0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","9sndv0w57mq5","0M-1M","NB"
0,NA,"CANADA","70% TAP",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"c05ab7b7-0398-43de-a84d-a0e2c0fb","0M-1M","NB"
100,"RESOLVED","UNITEDSTATES",NA,"car|SO-Wasan-2526-000263|21000|0","0M-1M","CARD"
0,NA,"INDIA","Cashfree (Debit) & Payu (Credit)","3.9.9","0M-1M","CARD"
58.33,"RESOLVED",NA,NA,NA,"6M-7M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","eshxiuzdf11x","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"HBZ281133225-1764584618-U","0M-1M","CARD"
0,"RESOLVED","INDIA","newLTFS",NA,"4M-5M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","9t2wu208hjnx","0M-1M","NB"
0,"MATCH","INDIA","DF UPI Routing",NA,"3M-4M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","4i1pkpz13h8h","0M-1M","UPI"
100,"RESOLVED","USA","Pinelabls_testing","1930861036","0M-1M","CARD"
0,NA,"UNITED STATES OF AMERICA",NA,"75710/false","0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","h3t7wftvwtvd","0M-1M","UPI"
100,"RESOLVED",NA,NA,"epn_5njY0H7sMbCpuK7","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","350off71prd7","0M-1M","NB"
100,"CONFLICTED",NA,"Test - Jo","udf6","2M-3M","WALLET"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876416","0M-1M","CARD"
0,"MATCH",NA,NA,"019ae319-54b9-719e-a953-0481ec4e","1M-2M","NB"
0,"RESOLVED",NA,NA,"8ohahgxpaby","10M-1H","UPI"
100,"RESOLVED","UNITED STATES OF AMERICA","Easebuzz Routing","CH09","0M-1M","CARD"
0,"RESOLVED",NA,NA,"1vgpig1hyih","10M-1H","UPI"
100,"RESOLVED",NA,"testplogictest",NA,"0M-1M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930856011","1M-2M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","fmjkx3guc4e7","0M-1M","NB"
100,"RESOLVED",NA,"UPI_ROUTER","97361663-7cf0-4589-8951-23461acf","0M-1M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930857629","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876419","0M-1M","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","830652f5-74cd-40b1-8edb-e060360a","0M-1M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930858963","0M-1M","CARD"
0,NA,NA,"Pinelabls_testing","1930862669","0M-1M","NB"
0,"MATCH","UNITED STATES OF AMERICA",NA,"subscription|OD1745583861411|176","0M-1M","CARD"
25,"RESOLVED","UNITED STATES OF AMERICA","FIDO",NA,"3M-4M","CARD"
100,"RESOLVED",NA,NA,"f3452f28-8698-48ba-a","0M-1M","NB"
100,"RESOLVED",NA,NA,"7006241","0M-1M","NB"
100,NA,NA,"newLTFS","Juspay","0M-1M","CASH"
0,NA,"JAPAN",NA,"40057SM01E","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930877301","0M-1M","CARD"
100,"RESOLVED",NA,NA,"e6a5f5ab-2cea-4faa-b","0M-1M","NB"
0,NA,"United Arab Emirates","ark-test-v1-copy-V3",NA,"0M-1M","CARD"
0,"RESOLVED",NA,NA,"5976","1H-1D","WALLET"
100,"RESOLVED",NA,NA,"0872189b-dcdf-4aea-83e2-e8ee41ec","0M-1M","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876847","0M-1M","CARD"
0,"MATCH",NA,NA,"IN","3M-4M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","me7bxqtoiqc4","0M-1M","NB"
0,"RESOLVED","INDIA","PayU - 100%","1930873929","10M-1H","CARD"
0,"MATCH",NA,NA,"epn_5m2F4YjM7n3rFvh","10M-1H","UPI"
100,"RESOLVED",NA,NA,"bb831f1e-4d73-45f3-8","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"WDLD-248979409-60965-U","0M-1M","CARD"
0,"RESOLVED",NA,NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","5M-6M","NB"
0,NA,NA,"Easebuzz Routing","CH14","0M-1M","CARD"
0,"RESOLVED",NA,NA,"841feaf8-8444-49b1-8ef1-e0074284","10M-1H","UPI"
0,"RESOLVED",NA,"Tata PA - 25% TN and 5% of other cards","BPPTN0877856303057338368","6M-7M","NB"
0,"RESOLVED",NA,NA,"d87a491c-7bc7-44ed-adfe-21a377a7","0M-1M","NB"
0,"RESOLVED",NA,"yes biz testing",NA,"5M-6M","UPI"
0,"RESOLVED",NA,NA,"00qxcr1onnp","6M-7M","UPI"
0,"MATCH","INDIA",NA,"52da9378-d6a9-4c3d-906e-884aa64f","0M-1M","CARD"
0,"MATCH","INDIA","DF UPI Routing",NA,"1H-1D","CARD"
100,"RESOLVED",NA,NA,"6764d9da-2960-4f2e-a","8M-9M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","4uv9mio8pzhe","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930874712","0M-1M","CARD"
100,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc4ODI3LCJjbG90","0M-1M","WALLET"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876848","0M-1M","CARD"
100,"RESOLVED",NA,"PayU Test",NA,"2M-3M","NB"
0,"RESOLVED",NA,"staging",NA,"1D-3D","NB"
100,"RESOLVED","USA","Volume-Based Routing-copy-2",NA,"0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","81yqf6bt5l4h","0M-1M","UPI"
100,"RESOLVED",NA,NA,"RID-06811ea5-61b6-4170-91fa-1e31","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","1x37v5ipaz41","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930865852","0M-1M","CARD"
0,"RESOLVED",NA,NA,"booking","10M-1H","UPI"
0,"RESOLVED","INDIA",NA,"1930876182","3M-4M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930874622","0M-1M","CARD"
0,NA,NA,"Pinelabls_testing","1930860410","0M-1M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","79t1okbdymha","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930868723","0M-1M","CARD"
0,NA,NA,NA,"sesrpd76k1-d","1D-3D","NB"
0,"RESOLVED",NA,NA,"db4ad35e-7d2b-48f3-9adc-efd7215c","10M-1H","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","ldod5mxkjstn","0M-1M","NB"
100,"RESOLVED","UNITEDSTATES",NA,"car|SO-Wasan-2526-000261|21000|0","0M-1M","CARD"
100,"RESOLVED","INDIA","UPI_Paytm","100.00|1500.0|58|0|Direct Wallet","2M-3M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930863163","1M-2M","CARD"
0,"RESOLVED",NA,NA,"f064786e-0eb4-44bc-9c3b-5b6314a8","3M-4M","UPI"
100,"RESOLVED",NA,NA,"4e1960c3-87fb-5008-aa6b-ebf818eb","0M-1M","NB"
100,"RESOLVED","JAPAN",NA,"KCWGL0013703MN","0M-1M","CARD"
0,NA,"BRAZIL",NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","0M-1M","CARD"
0,"RESOLVED",NA,NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","6M-7M","WALLET"
96.23,"RESOLVED",NA,"Cahsfree Testing",NA,"0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","657ec5a4-2942-4c91-b5d9-e951ef4d","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_5nc0FrbqyWBbPYM","0M-1M","NB"
57.14,"RESOLVED",NA,"Testing 31st",NA,"2M-3M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","nupd3rudhv6a","0M-1M","NB"
100,"RESOLVED",NA,NA,"70c992d2-4d8a-496f-b018-4a9d9e2e","0M-1M","WALLET"
100,"RESOLVED",NA,NA,"019abfb7-da56-759e-9669-15762e59","0M-1M","NB"
100,"RESOLVED",NA,NA,"d25649c2-057d-4417-a","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","kva6hjyb1nw6","0M-1M","NB"
0,NA,NA,NA,"offer_key: None","0M-1M","CONSUMER_FINANCE"
0,"RESOLVED","BRAZIL",NA,NA,"3M-4M","CARD"
100,"RESOLVED",NA,NA,"RID-bc6c27e8-0b6b-434d-a3c0-d440","0M-1M","NB"
100,"CONFLICTED",NA,"Test - Jo",NA,"1H-1D","UPI"
0,"RESOLVED","INDIA","Pinelabls_testing","1930868789","3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","2nzm6vffsape","0M-1M","NB"
80,"RESOLVED",NA,NA,NA,"5M-6M","CARD"
0,"MATCH","United Arab Emirates","ICICI_UPI Gateway test","ACKO Health Plan","3M-4M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","tb5jww8uc0iy","0M-1M","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930868658","0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-33e58ded-59ac-4bdc-97f8-ebf7","0M-1M","UPI"
0,"RESOLVED",NA,"Cahsfree Testing","d1z1dehmazbd","2M-3M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","9bw3yheks7xr","0M-1M","NB"
0,NA,"United Arab Emirates","TATA PA test",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_wt3QrAaF4regNLM","0M-1M","NB"
100,"RESOLVED",NA,NA,"019ab53f-ca33-7c3d-9501-60c19010","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","wa0zcp8mwcxi","0M-1M","UPI"
100,NA,NA,NA,"android","0M-1M","CASH"
100,"RESOLVED",NA,"Cahsfree Testing","ada3zz3l0bxo","0M-1M","NB"
100,"RESOLVED",NA,NA,"c8e5bfa9-bfa1-4bc8-8","0M-1M","NB"
99.71,"RESOLVED",NA,"Prod Ready PL_1","RINGSICREVA","0M-1M","UPI"
0,"RESOLVED",NA,"Pinelabls_testing","1930866193","0M-1M","UPI"
100,"CONFLICTED",NA,"Test - Jo","udf6","1M-2M","NB"
0,"RESOLVED","UNITEDSTATES","Test route",NA,"10M-1H","CARD"
0,"MATCH",NA,"All_PG_Configuration","IN","3M-4M","NB"
0,NA,NA,"Cahsfree Testing","lbga9khlbx4c","0M-1M","NB"
50,"RESOLVED",NA,"Testing 31st",NA,"4M-5M","NB"
0,"RESOLVED","UNITED STATES OF AMERICA",NA,"udf6","3M-4M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930864778","0M-1M","CARD"
0,"RESOLVED",NA,NA,"e4e67497-1524-45d6-a75a-12157f10","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","a9516257-ac86-49e0-8754-58329a9e","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930865269","3M-4M","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","344f7c7d-4273-4c17-b565-f9417a2b","0M-1M","CARD"
0,"RESOLVED","INDIA","PayU - 100%","1930872450","10M-1H","CARD"
100,"RESOLVED",NA,NA,"0abe70fa-9677-47a1-8","0M-1M","NB"
100,"RESOLVED",NA,NA,"feedfece-838c-41a0-a3c2-04ac0695","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","jlbnv4uism4e","0M-1M","NB"
85.86,"RESOLVED",NA,"ABSLI UAT Priority logic 0912025 TPSL Zara_Bot",NA,"0M-1M","NB"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"22cc61e7-618d-4cc0-acb4-472696b9","0M-1M","CARD"
100,"RESOLVED",NA,"All_PG_Configuration","IN","7M-8M","NB"
0,"RESOLVED","UNITED STATES OF AMERICA",NA,"38180/false","4M-5M","CARD"
0,NA,NA,"ScheduleTest",NA,"1D-3D","UPI"
100,"RESOLVED",NA,NA,"8796-20251212094612","0M-1M","NB"
0,"RESOLVED","UNITED STATES OF AMERICA","Volume-Based Routing-copy-2",NA,"4M-5M","CARD"
0.3,NA,"UNITED STATES OF AMERICA","Test - Jo",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-44267b25-5e8b-421e-bf5e-ea32","0M-1M","NB"
0,"MATCH",NA,"Test - Jo",NA,"10M-1H","WALLET"
0,"MATCH",NA,NA,"epn_5nn4B82IPg3VDkJ","10M-1H","UPI"
0,NA,NA,"Pinelabls_testing","1930857658","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","yl3en7kre7y3","0M-1M","NB"
100,"RESOLVED",NA,NA,"2314297a-1c1d-4a72-afe2-691e01dc","0M-1M","NB"
0,NA,NA,"International routing","wallet","0M-1M","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930864777","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"Newgen ID","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"1764153858-10252","0M-1M","CARD"
100,"RESOLVED",NA,NA,"c9281e21-cd2d-5a58-8989-558830fe","0M-1M","NB"
0,"MATCH","INDIA","Code based Priority logic with CC transactions routed to PayU Surcharge MID",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-9ca117bd-bad7-4482-93f8-f666","0M-1M","NB"
27.78,"RESOLVED",NA,"8 PayU Cobrand with EMI, Cashfree Credit, Plural Debit, Fallback Cashfree and Plural-copy-0-copy-0-copy-0-copy-0",NA,"0M-1M","UPI"
100,"RESOLVED",NA,"Tata PA - 25% TN and 5% of other cards","BPPTN0881872358438019072","0M-1M","NB"
0,"RESOLVED","INDIA",NA,"FAID114080053","3M-4M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930875837","0M-1M","CARD"
0,NA,"United Arab Emirates",NA,"payment_page","1M-2M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","3iu1cebxgpwx","0M-1M","UPI"
20,"RESOLVED","UNITED STATES OF AMERICA","70% TAP",NA,"10M-1H","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930860550","0M-1M","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","1bf4e252-dcd4-4e80-ae07-3c4fa0e1","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"GIF1763536014056","0M-1M","CARD"
52.63,"RESOLVED",NA,"ABSLI UAT Priority logic 04112025 KVB_OSB_OTM",NA,"1M-2M","WALLET"
0,"RESOLVED","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0884029935542542336","3M-4M","CARD"
0,NA,"USA","Pinelabls_testing","1930860688","0M-1M","CARD"
100,"RESOLVED","INDIA","UPI_ROUTER","60080e24-4203-4873-a508-e8bdb606","0M-1M","CARD"
50,"RESOLVED",NA,"UPI_QR Priority logic",NA,"4M-5M","NB"
0,"MATCH",NA,"TPSL-AADHAAR","NA","10M-1H","UPI"
0,"RESOLVED","UNITED STATES OF AMERICA","Testing 31st",NA,"3M-4M","CARD"
0,NA,NA,"TATA PA test",NA,"0M-1M","NB"
100,"RESOLVED",NA,NA,"b5846535-923a-4de8-83e6-ff629e64","3M-4M","UPI"
100,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc4ODQwLCJjbG90","0M-1M","WALLET"
33.33,"RESOLVED","UNITED STATES OF AMERICA",NA,"75710/false","3M-4M","CARD"
100,"RESOLVED",NA,NA,"Bearer eyJhbGciOiJIUzI1NiIsInR5c","0M-1M","WALLET"
100,"RESOLVED",NA,NA,"RID-8e29a1d0-1c47-4523-9357-f551","0M-1M","NB"
0,NA,NA,"Pinelabls_testing","1930863986","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"8942","0M-1M","CARD"
0,NA,"United Arab Emirates","ScheduleTest",NA,"1M-2M","CARD"
0,NA,NA,"Pinelabls_testing","1930858026","0M-1M","NB"
0,"RESOLVED","INDIA",NA,"51.0","3M-4M","CARD"
100,"RESOLVED","United Arab Emirates",NA,"quora-test","0M-1M","CARD"
100,NA,"UNITEDSTATES","70% TAP",NA,"7M-8M","CARD"
100,"RESOLVED","UNITEDSTATES",NA,"OTHER","0M-1M","CARD"
100,"RESOLVED","UNITEDSTATES","ABSLI UAT Priority logic 27112025 TPSL volume new",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-6cd0bd02-a0d6-4ce5-9ba5-6655","0M-1M","UPI"
100,"RESOLVED","INDIA","Vanilla PG Logic",NA,"3M-4M","CARD"
0,NA,"INDIA","Pinelabls_testing","1930862211","0M-1M","CARD"
0,"RESOLVED","UNITEDSTATES",NA,"android","10M-1H","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930856568","0M-1M","CARD"
0,NA,NA,NA,"enable_quickpay","0M-1M","WALLET"
0,NA,NA,"PayU - 100%","1930872281","0M-1M","UPI"
100,"RESOLVED","INDIA",NA,"9240","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930869911","1M-2M","CARD"
100,"RESOLVED",NA,NA,"bcd3f860-52d5-4dd3-8","0M-1M","NB"
100,"RESOLVED",NA,NA,"f6301190-de28-50ba-bb10-ee6fe8ff","0M-1M","NB"
100,"RESOLVED",NA,"PL - All payment methods - enforced",NA,"1M-2M","NB"
0,"RESOLVED",NA,NA,"a021eb4b-f36b-4b7c-af77-f3b3df9a","10M-1H","UPI"
100,"RESOLVED","INDIA",NA,"1764844340-10293","0M-1M","CARD"
0,NA,"United Arab Emirates","FIDO",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-2f40db44-f435-4cb3-a84e-03ba","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930866866","0M-1M","CARD"
